grid_name,experiment_name,collection_temperature,scan_range,detector_distance,indexation,diff_limit,r_int,collection_program,processing_program,frames_collected,frame_conversion_program,diff_img_tiff_filename,grain_img_tiff_filename,frames_tiff_filenames,3D EM quality
grid_003486,exp_2400,295.0,100.0,645.0,45.93,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003486_exp_2400\exp_2400_middle_microed_diff_snapshot.tiff,./grid_003486_exp_2400\exp_2400_microed_grain_snapshot.tiff,./grid_003486_exp_2400\exp_2400_1_*.tiff,bad
grid_003487,exp_2401,295.0,100.0,645.0,89.74,1.03,0.2631,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003487_exp_2401\exp_2401_middle_microed_diff_snapshot.tiff,./grid_003487_exp_2401\exp_2401_microed_grain_snapshot.tiff,./grid_003487_exp_2401\exp_2401_1_*.tiff,complex
grid_003488,exp_2402,295.0,100.0,645.0,99.07,1.14,0.2074,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003488_exp_2402\exp_2402_middle_microed_diff_snapshot.tiff,./grid_003488_exp_2402\exp_2402_microed_grain_snapshot.tiff,./grid_003488_exp_2402\exp_2402_1_*.tiff,complex
grid_003489,exp_2403,295.0,120.0,645.0,59.95,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003489_exp_2403\exp_2403_middle_microed_diff_snapshot.tiff,./grid_003489_exp_2403\exp_2403_microed_grain_snapshot.tiff,./grid_003489_exp_2403\exp_2403_1_*.tiff,complex
grid_003490,exp_2404,295.0,100.0,645.0,80.0,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003490_exp_2404\exp_2404_middle_microed_diff_snapshot.tiff,./grid_003490_exp_2404\exp_2404_microed_grain_snapshot.tiff,./grid_003490_exp_2404\exp_2404_1_*.tiff,complex
grid_003491,exp_2405,295.0,100.0,645.0,79.7,1.82,0.2742,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003491_exp_2405\exp_2405_middle_microed_diff_snapshot.tiff,./grid_003491_exp_2405\exp_2405_microed_grain_snapshot.tiff,./grid_003491_exp_2405\exp_2405_1_*.tiff,complex
grid_003492,exp_2406,295.0,100.0,645.0,0.0,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003492_exp_2406\exp_2406_middle_microed_diff_snapshot.tiff,./grid_003492_exp_2406\exp_2406_microed_grain_snapshot.tiff,./grid_003492_exp_2406\exp_2406_1_*.tiff,bad
grid_003493,exp_2407,295.0,100.0,645.0,56.7,1.74,0.8245,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003493_exp_2407\exp_2407_middle_microed_diff_snapshot.tiff,./grid_003493_exp_2407\exp_2407_microed_grain_snapshot.tiff,./grid_003493_exp_2407\exp_2407_1_*.tiff,complex
grid_003494,exp_2408,295.0,110.0,645.0,46.48,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003494_exp_2408\exp_2408_middle_microed_diff_snapshot.tiff,./grid_003494_exp_2408\exp_2408_microed_grain_snapshot.tiff,./grid_003494_exp_2408\exp_2408_1_*.tiff,bad
grid_003495,exp_2409,295.0,120.0,645.0,68.28,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003495_exp_2409\exp_2409_middle_microed_diff_snapshot.tiff,./grid_003495_exp_2409\exp_2409_microed_grain_snapshot.tiff,./grid_003495_exp_2409\exp_2409_1_*.tiff,complex
grid_003496,exp_2410,295.0,110.0,645.0,62.67,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003496_exp_2410\exp_2410_middle_microed_diff_snapshot.tiff,./grid_003496_exp_2410\exp_2410_microed_grain_snapshot.tiff,./grid_003496_exp_2410\exp_2410_1_*.tiff,complex
grid_003497,exp_2411,295.0,110.0,645.0,96.26,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003497_exp_2411\exp_2411_middle_microed_diff_snapshot.tiff,./grid_003497_exp_2411\exp_2411_microed_grain_snapshot.tiff,./grid_003497_exp_2411\exp_2411_1_*.tiff,good
grid_003498,exp_2412,295.0,110.0,645.0,76.28,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003498_exp_2412\exp_2412_middle_microed_diff_snapshot.tiff,./grid_003498_exp_2412\exp_2412_microed_grain_snapshot.tiff,./grid_003498_exp_2412\exp_2412_1_*.tiff,complex
grid_003499,exp_2413,295.0,85.0,645.0,75.12,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003499_exp_2413\exp_2413_middle_microed_diff_snapshot.tiff,./grid_003499_exp_2413\exp_2413_microed_grain_snapshot.tiff,./grid_003499_exp_2413\exp_2413_1_*.tiff,complex
grid_003500,exp_2414,295.0,120.0,645.0,73.57,0.8,0.1497,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003500_exp_2414\exp_2414_middle_microed_diff_snapshot.tiff,./grid_003500_exp_2414\exp_2414_microed_grain_snapshot.tiff,./grid_003500_exp_2414\exp_2414_1_*.tiff,complex
grid_003501,exp_2415,295.0,120.0,645.0,24.56,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003501_exp_2415\exp_2415_middle_microed_diff_snapshot.tiff,./grid_003501_exp_2415\exp_2415_microed_grain_snapshot.tiff,./grid_003501_exp_2415\exp_2415_1_*.tiff,bad
grid_003502,exp_2416,295.0,95.0,645.0,16.42,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003502_exp_2416\exp_2416_middle_microed_diff_snapshot.tiff,./grid_003502_exp_2416\exp_2416_microed_grain_snapshot.tiff,./grid_003502_exp_2416\exp_2416_1_*.tiff,bad
grid_003503,exp_2417,295.0,95.0,645.0,92.93,1.44,0.257,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003503_exp_2417\exp_2417_middle_microed_diff_snapshot.tiff,./grid_003503_exp_2417\exp_2417_microed_grain_snapshot.tiff,./grid_003503_exp_2417\exp_2417_1_*.tiff,complex
grid_003504,exp_2418,295.0,120.0,645.0,73.31,0.8,0.0506,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003504_exp_2418\exp_2418_middle_microed_diff_snapshot.tiff,./grid_003504_exp_2418\exp_2418_microed_grain_snapshot.tiff,./grid_003504_exp_2418\exp_2418_1_*.tiff,complex
grid_003505,exp_2419,295.0,120.0,645.0,84.33,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003505_exp_2419\exp_2419_middle_microed_diff_snapshot.tiff,./grid_003505_exp_2419\exp_2419_microed_grain_snapshot.tiff,./grid_003505_exp_2419\exp_2419_1_*.tiff,complex
grid_003506,exp_2420,295.0,123.0,645.0,64.82,1.47,0.3197,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003506_exp_2420\exp_2420_middle_microed_diff_snapshot.tiff,./grid_003506_exp_2420\exp_2420_microed_grain_snapshot.tiff,./grid_003506_exp_2420\exp_2420_1_*.tiff,complex
grid_003507,exp_2421,295.0,123.0,645.0,24.14,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003507_exp_2421\exp_2421_middle_microed_diff_snapshot.tiff,./grid_003507_exp_2421\exp_2421_microed_grain_snapshot.tiff,./grid_003507_exp_2421\exp_2421_1_*.tiff,bad
grid_003508,exp_2422,295.0,124.0,645.0,94.07,1.39,0.2453,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003508_exp_2422\exp_2422_middle_microed_diff_snapshot.tiff,./grid_003508_exp_2422\exp_2422_microed_grain_snapshot.tiff,./grid_003508_exp_2422\exp_2422_1_*.tiff,complex
grid_003509,exp_2423,295.0,99.0,645.0,88.74,0.89,0.1158,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003509_exp_2423\exp_2423_middle_microed_diff_snapshot.tiff,./grid_003509_exp_2423\exp_2423_microed_grain_snapshot.tiff,./grid_003509_exp_2423\exp_2423_1_*.tiff,complex
grid_003510,exp_2424,295.0,99.0,645.0,55.01,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003510_exp_2424\exp_2424_middle_microed_diff_snapshot.tiff,./grid_003510_exp_2424\exp_2424_microed_grain_snapshot.tiff,./grid_003510_exp_2424\exp_2424_1_*.tiff,complex
grid_003511,exp_2425,295.0,120.0,645.0,24.05,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003511_exp_2425\exp_2425_middle_microed_diff_snapshot.tiff,./grid_003511_exp_2425\exp_2425_microed_grain_snapshot.tiff,./grid_003511_exp_2425\exp_2425_1_*.tiff,bad
grid_003512,exp_2426,295.0,124.0,645.0,88.39,1.39,0.2482,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003512_exp_2426\exp_2426_middle_microed_diff_snapshot.tiff,./grid_003512_exp_2426\exp_2426_microed_grain_snapshot.tiff,./grid_003512_exp_2426\exp_2426_1_*.tiff,complex
grid_003513,exp_2427,295.0,124.0,645.0,97.44,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003513_exp_2427\exp_2427_middle_microed_diff_snapshot.tiff,./grid_003513_exp_2427\exp_2427_microed_grain_snapshot.tiff,./grid_003513_exp_2427\exp_2427_1_*.tiff,good
grid_003514,exp_2428,295.0,124.0,645.0,89.52,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003514_exp_2428\exp_2428_middle_microed_diff_snapshot.tiff,./grid_003514_exp_2428\exp_2428_microed_grain_snapshot.tiff,./grid_003514_exp_2428\exp_2428_1_*.tiff,complex
grid_003515,exp_2429,295.0,124.0,645.0,76.68,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003515_exp_2429\exp_2429_middle_microed_diff_snapshot.tiff,./grid_003515_exp_2429\exp_2429_microed_grain_snapshot.tiff,./grid_003515_exp_2429\exp_2429_1_*.tiff,complex
grid_003516,exp_2430,295.0,124.0,645.0,51.45,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003516_exp_2430\exp_2430_middle_microed_diff_snapshot.tiff,./grid_003516_exp_2430\exp_2430_microed_grain_snapshot.tiff,./grid_003516_exp_2430\exp_2430_1_*.tiff,complex
grid_003517,exp_2431,295.0,124.0,645.0,88.49,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003517_exp_2431\exp_2431_middle_microed_diff_snapshot.tiff,./grid_003517_exp_2431\exp_2431_microed_grain_snapshot.tiff,./grid_003517_exp_2431\exp_2431_1_*.tiff,complex
grid_003518,exp_2432,295.0,108.0,645.0,91.96,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003518_exp_2432\exp_2432_middle_microed_diff_snapshot.tiff,./grid_003518_exp_2432\exp_2432_microed_grain_snapshot.tiff,./grid_003518_exp_2432\exp_2432_1_*.tiff,good
grid_003519,exp_2417,,95.0,645.0,92.93,1.44,0.257,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003519_exp_2417\exp_2417_middle_microed_diff_snapshot.tiff,./grid_003519_exp_2417\exp_2417_microed_grain_snapshot.tiff,,complex
grid_003520,exp_2420,,123.0,645.0,64.82,1.47,0.3197,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003520_exp_2420\exp_2420_middle_microed_diff_snapshot.tiff,./grid_003520_exp_2420\exp_2420_microed_grain_snapshot.tiff,,complex
grid_003523,exp_2433,295.0,120.0,645.0,28.82,,,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003523_exp_2433\exp_2433_middle_microed_diff_snapshot.tiff,./grid_003523_exp_2433\exp_2433_microed_grain_snapshot.tiff,./grid_003523_exp_2433\exp_2433_1_*.tiff,bad
grid_003524,exp_2434,295.0,120.0,645.0,98.42,1.24,0.0832,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003524_exp_2434\exp_2434_middle_microed_diff_snapshot.tiff,./grid_003524_exp_2434\exp_2434_microed_grain_snapshot.tiff,./grid_003524_exp_2434\exp_2434_1_*.tiff,complex
grid_003525,exp_2435,295.0,154.0,645.0,49.52,0.91,0.0377,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003525_exp_2435\exp_2435_middle_microed_diff_snapshot.tiff,./grid_003525_exp_2435\exp_2435_microed_grain_snapshot.tiff,./grid_003525_exp_2435\exp_2435_1_*.tiff,bad
grid_003526,exp_2436,295.0,130.0,645.0,99.68,0.98,0.0749,CrysAlisPro(CCD) 44.98a 64-bit (release 07-03-2025),CrysAlisPro(RED) 44.98a 64-bit (release 07-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003526_exp_2436\exp_2436_middle_microed_diff_snapshot.tiff,./grid_003526_exp_2436\exp_2436_microed_grain_snapshot.tiff,./grid_003526_exp_2436\exp_2436_1_*.tiff,good
grid_003527,exp_2434,,120.0,645.0,91.94,1.24,0.0832,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003527_exp_2434\exp_2434_middle_microed_diff_snapshot.tiff,./grid_003527_exp_2434\exp_2434_microed_grain_snapshot.tiff,,complex
grid_003528,exp_2435,,154.0,645.0,97.53,0.91,0.0377,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003528_exp_2435\exp_2435_middle_microed_diff_snapshot.tiff,./grid_003528_exp_2435\exp_2435_microed_grain_snapshot.tiff,,good
grid_003531,exp_2435,,154.0,645.0,41.64,0.91,0.0377,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003531_exp_2435\exp_2435_middle_microed_diff_snapshot.tiff,./grid_003531_exp_2435\exp_2435_microed_grain_snapshot.tiff,,bad
grid_003532,exp_2436,,130.0,645.0,99.68,0.98,0.0749,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003532_exp_2436\exp_2436_middle_microed_diff_snapshot.tiff,./grid_003532_exp_2436\exp_2436_microed_grain_snapshot.tiff,,good
grid_003534,exp_2486,295.0,100.0,649.0,99.59,0.89,0.0938,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003534_exp_2486\exp_2486_middle_microed_diff_snapshot.tiff,./grid_003534_exp_2486\exp_2486_microed_grain_snapshot.tiff,./grid_003534_exp_2486\exp_2486_1_*.tiff,good
grid_003535,exp_2487,295.0,100.0,649.0,99.06,0.9,0.0882,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003535_exp_2487\exp_2487_middle_microed_diff_snapshot.tiff,./grid_003535_exp_2487\exp_2487_microed_grain_snapshot.tiff,./grid_003535_exp_2487\exp_2487_1_*.tiff,good
grid_003536,exp_2488,295.0,100.0,649.0,99.6,0.93,0.0968,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003536_exp_2488\exp_2488_middle_microed_diff_snapshot.tiff,./grid_003536_exp_2488\exp_2488_microed_grain_snapshot.tiff,./grid_003536_exp_2488\exp_2488_1_*.tiff,good
grid_003537,exp_2489,295.0,104.0,649.0,91.32,1.03,0.1052,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003537_exp_2489\exp_2489_middle_microed_diff_snapshot.tiff,./grid_003537_exp_2489\exp_2489_microed_grain_snapshot.tiff,./grid_003537_exp_2489\exp_2489_1_*.tiff,complex
grid_003538,exp_2490,295.0,120.0,649.0,43.55,,,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003538_exp_2490\exp_2490_middle_microed_diff_snapshot.tiff,./grid_003538_exp_2490\exp_2490_microed_grain_snapshot.tiff,./grid_003538_exp_2490\exp_2490_1_*.tiff,bad
grid_003539,exp_2491,295.0,110.0,649.0,97.84,1.1,0.4039,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003539_exp_2491\exp_2491_middle_microed_diff_snapshot.tiff,./grid_003539_exp_2491\exp_2491_microed_grain_snapshot.tiff,./grid_003539_exp_2491\exp_2491_1_*.tiff,complex
grid_003540,exp_2492,295.0,100.0,649.0,93.09,0.85,0.0568,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003540_exp_2492\exp_2492_middle_microed_diff_snapshot.tiff,./grid_003540_exp_2492\exp_2492_microed_grain_snapshot.tiff,./grid_003540_exp_2492\exp_2492_1_*.tiff,good
grid_003541,exp_2493,295.0,95.0,649.0,45.0,,,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003541_exp_2493\exp_2493_middle_microed_diff_snapshot.tiff,./grid_003541_exp_2493\exp_2493_microed_grain_snapshot.tiff,./grid_003541_exp_2493\exp_2493_1_*.tiff,bad
grid_003542,exp_2494,295.0,110.0,649.0,93.62,0.84,0.0554,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003542_exp_2494\exp_2494_middle_microed_diff_snapshot.tiff,./grid_003542_exp_2494\exp_2494_microed_grain_snapshot.tiff,./grid_003542_exp_2494\exp_2494_1_*.tiff,good
grid_003543,exp_2495,295.0,115.0,649.0,92.56,0.93,0.1011,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003543_exp_2495\exp_2495_middle_microed_diff_snapshot.tiff,./grid_003543_exp_2495\exp_2495_microed_grain_snapshot.tiff,./grid_003543_exp_2495\exp_2495_1_*.tiff,good
grid_003544,exp_2496,295.0,110.0,649.0,59.1,0.89,0.0921,CrysAlisPro(CCD) 44.100a 64-bit (release 20-03-2025),CrysAlisPro(RED) 44.100a 64-bit (release 20-03-2025),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003544_exp_2496\exp_2496_middle_microed_diff_snapshot.tiff,./grid_003544_exp_2496\exp_2496_microed_grain_snapshot.tiff,./grid_003544_exp_2496\exp_2496_1_*.tiff,complex
grid_003545,exp_2486,,100.0,649.0,99.59,0.89,0.0938,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003545_exp_2486\exp_2486_middle_microed_diff_snapshot.tiff,./grid_003545_exp_2486\exp_2486_microed_grain_snapshot.tiff,,good
grid_003546,exp_2487,,100.0,649.0,99.06,0.9,0.0882,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003546_exp_2487\exp_2487_middle_microed_diff_snapshot.tiff,./grid_003546_exp_2487\exp_2487_microed_grain_snapshot.tiff,,good
grid_003547,exp_2488,,100.0,649.0,99.6,0.93,0.0968,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003547_exp_2488\exp_2488_middle_microed_diff_snapshot.tiff,./grid_003547_exp_2488\exp_2488_microed_grain_snapshot.tiff,,good
grid_003551,exp_2486,,100.0,649.0,99.59,0.89,0.0938,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003551_exp_2486\exp_2486_middle_microed_diff_snapshot.tiff,./grid_003551_exp_2486\exp_2486_microed_grain_snapshot.tiff,,good
grid_003552,exp_2488,,100.0,649.0,99.6,0.93,0.0968,Unknown,Unknown,0,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_003552_exp_2488\exp_2488_middle_microed_diff_snapshot.tiff,./grid_003552_exp_2488\exp_2488_microed_grain_snapshot.tiff,,good
